City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
558,Shelburne,CA,69.24,clear sky,44.0787,-80.2041,The Retreat at the Farm
559,Shubarkuduk,KZ,68.29,clear sky,49.1447,56.4872,Sirius
561,Wageningen,NL,68.11,overcast clouds,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
563,Ler,SS,70.2,overcast clouds,8.3018,30.1418,Leer Humanitarian Hub
567,San-Pedro,CI,75.13,broken clouds,4.7485,-6.6363,Hotel Maria
568,Zhucheng,CN,78.96,clear sky,35.9947,119.3975,Fanrong Hotel
569,Karratha,AU,72.5,scattered clouds,-20.7377,116.8463,ibis Styles Karratha
570,Umm Lajj,SA,86.67,broken clouds,25.0213,37.2685,Moon light Furnished Units
571,Kandrian,PG,83.32,broken clouds,-6.2167,149.55,Kandrian Station
574,Ilek,RU,71.58,overcast clouds,51.5271,53.3831,Avtostantsiya
575,San Ramon,US,82.62,clear sky,37.7799,-121.978,San Ramon Marriott
576,Mandali,IQ,91.78,clear sky,33.7499,45.5541,قرئ الشيخ سحاب الندا
577,Ureki,GE,73.36,overcast clouds,41.9956,41.7786,Hotel Ritsa
579,Honiara,SB,87.75,clear sky,-9.4333,159.95,Heritage Park Hotel
580,Delmas,HT,86.72,scattered clouds,18.5447,-72.3028,Idéal Villa Hôtel
584,Kendallville,US,77.5,clear sky,41.4414,-85.265,Best Western Kendallville Inn
586,Abu Kamal,SY,91.87,clear sky,34.4506,40.9171,البوكمال
587,San Patricio,US,92.12,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
588,Huaihua,CN,77.13,broken clouds,27.5494,109.9592,怀化天庆大酒店
589,Jacaleapa,HN,70.14,broken clouds,14.0167,-86.6667,Ferretería Los Gemelos / Hostal El Jacal
590,Bam,IR,89.64,overcast clouds,29.105999999999998,58.357,Bam Tourist Hotel
591,Weyburn,CA,70.02,light rain,49.6668,-103.8511,Perfect Inns & Suites
592,Zarubino,RU,71.82,light rain,42.63,131.0922,Okean
593,Bairiki,KI,86.0,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
