City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
342,Cascina,IT,43.6791,10.4994,75.99,83,0,3.44,clear sky
343,Shingu,JP,33.7333,135.9833,85.75,64,95,3.31,overcast clouds
344,Mehamn,NO,71.0357,27.8492,49.95,100,100,9.22,overcast clouds
345,Pringsewu,ID,-5.3582,104.9744,74.03,91,97,0.94,overcast clouds
346,Antofagasta,CL,-23.65,-70.4,54.68,86,15,5.75,few clouds
347,Erdenet,MN,49.0333,104.0833,62.15,65,79,3.8,broken clouds
348,Melfort,CA,52.8667,-104.6177,59.13,88,100,6.91,moderate rain
349,Songjianghe,CN,42.1859,127.479,68.99,93,100,1.97,light rain
350,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,55.56,43,5,6.87,clear sky
351,Komsomolskiy,UZ,40.4272,71.7189,79.52,38,88,4.61,overcast clouds
352,Klyuchi,RU,52.2667,79.1667,62.92,88,63,7.7,broken clouds
353,Kijang,KR,35.2442,129.2139,83.93,93,100,6.64,overcast clouds
354,Datia,IN,25.6667,78.4667,82.58,71,96,8.81,overcast clouds
355,Lagoa,PT,39.05,-27.9833,72.86,71,0,5.1,clear sky
356,Uyuni,BO,-20.4597,-66.825,48.07,16,3,10.27,clear sky
357,Matay,EG,28.419,30.7792,81.01,31,8,8.93,clear sky
358,Guadalupe,MX,25.6833,-100.25,95.56,40,20,19.57,few clouds
359,Saeby,DK,57.3319,10.5225,59.97,85,90,11.74,overcast clouds
360,Baker City,US,44.7749,-117.8344,101.59,19,0,10.36,clear sky
361,Castilho,BR,-20.8722,-51.4875,67.6,32,3,5.39,clear sky
362,Sitka,US,57.0531,-135.33,60.69,88,100,0.0,light intensity drizzle
363,Labe,GN,11.3182,-12.2833,64.56,98,100,3.94,overcast clouds
364,Gulu,UG,2.7746,32.299,63.5,99,99,3.8,light rain
365,Cayenne,GF,4.9333,-52.3333,79.09,1,43,0.0,scattered clouds
366,Solano,US,38.2333,-121.9511,91.53,60,0,26.46,clear sky
367,Simao,CN,22.7886,100.9748,65.7,99,100,0.98,overcast clouds
368,Sistranda,NO,63.7256,8.834,57.16,78,100,3.42,light rain
369,Tutrakan,BG,44.05,26.6167,70.63,79,79,4.36,broken clouds
370,Srednekolymsk,RU,67.45,153.6833,70.41,33,8,11.83,clear sky
371,Gazanjyk,TM,39.2446,55.5154,80.91,56,1,9.73,clear sky
372,Pisco,PE,-13.7,-76.2167,61.02,82,0,12.66,clear sky
373,Pasni,PK,25.2631,63.471,81.05,83,100,13.8,overcast clouds
374,Manzhouli,CN,49.6,117.4333,66.96,79,100,2.19,light rain
375,Hamilton,US,39.1834,-84.5333,79.03,59,0,5.75,clear sky
376,Kununurra,AU,-15.7667,128.7333,71.58,37,15,3.44,few clouds
377,Wana,PK,32.2989,69.5725,73.99,72,64,2.21,broken clouds
378,College,US,64.8569,-147.8028,77.0,38,100,4.61,overcast clouds
379,Suntar,RU,62.1444,117.6319,71.26,67,32,3.31,scattered clouds
380,Saint-Philippe,RE,-21.3585,55.7679,71.11,76,81,15.66,broken clouds
381,Rakaia,NZ,-43.75,172.0167,48.22,72,100,11.5,overcast clouds
382,Santander,ES,43.4647,-3.8044,68.47,92,0,0.0,clear sky
383,Burns Lake,CA,54.2331,-125.7533,85.42,26,14,5.26,few clouds
384,Lexington-Fayette,US,38.0498,-84.4585,76.95,62,0,6.91,clear sky
385,Yatou,CN,37.15,122.3833,76.03,96,98,8.12,heavy intensity rain
386,Roald,NO,62.5833,6.1333,63.52,88,100,3.44,light rain
387,Acapulco,MX,16.8634,-99.8901,84.02,70,75,5.75,broken clouds
388,Port Moresby,PG,-9.4431,147.1797,85.42,70,20,8.05,haze
389,Longyearbyen,SJ,78.2186,15.6401,49.84,81,75,3.44,broken clouds
390,Lavrentiya,RU,65.5833,-171.0,48.27,70,99,4.68,overcast clouds
391,Montepuez,MZ,-13.1256,38.9997,61.66,93,9,3.53,clear sky
392,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.63,40,4,2.15,clear sky
393,Alnashi,RU,56.1874,52.4792,64.38,65,89,0.54,overcast clouds
394,Talnakh,RU,69.4865,88.3972,47.21,84,92,16.87,overcast clouds
395,Am Timan,TD,11.0297,20.2827,72.32,91,63,5.53,light rain
396,Portland,US,45.5234,-122.6762,104.52,29,20,14.97,few clouds
397,Antequera,ES,37.0194,-4.5612,75.94,88,0,6.42,clear sky
398,Rudsar,IR,37.1376,50.288,76.98,81,47,0.2,scattered clouds
399,Channel-Port Aux Basques,CA,47.5702,-59.1367,63.1,90,100,7.7,overcast clouds
400,Inhambane,MZ,-23.865,35.3833,64.94,84,1,6.93,clear sky
401,Carlyle,US,38.6103,-89.3726,78.22,67,100,5.01,overcast clouds
402,Bitlis,TR,38.5,42.25,64.89,22,0,5.12,clear sky
403,Marsabit,KE,2.3284,37.9899,63.52,68,87,17.43,overcast clouds
404,Lakki Marwat,PK,32.6079,70.9114,88.86,65,88,4.03,overcast clouds
405,Rawson,AR,-43.3002,-65.1023,46.45,52,21,6.87,few clouds
406,Sikasso,ML,10.9167,-7.0,72.27,93,47,4.03,scattered clouds
407,Pedro Ii,BR,-4.4247,-41.4586,69.62,86,85,2.68,heavy intensity rain
408,Brae,GB,60.3964,-1.353,52.23,84,27,12.59,scattered clouds
409,Wiarton,CA,44.7407,-81.1332,70.25,60,40,4.61,scattered clouds
410,Klaksvik,FO,62.2266,-6.589,49.12,81,67,14.25,broken clouds
411,Peruibe,BR,-24.32,-46.9983,57.33,82,32,1.7,scattered clouds
412,Flinders,AU,-34.5833,150.8552,56.37,82,94,7.0,overcast clouds
413,Tullow,IE,52.8003,-6.7369,64.26,98,100,5.77,overcast clouds
414,Dandong,CN,40.1292,124.3947,76.66,94,71,0.18,broken clouds
415,Goundam,ML,16.4145,-3.6708,88.36,47,12,7.52,few clouds
416,Fort Nelson,CA,58.8053,-122.7002,69.39,56,75,0.0,broken clouds
417,Cherskiy,RU,68.75,161.3,64.49,41,97,18.14,overcast clouds
418,Uige,AO,-7.6087,15.0613,60.67,88,2,2.48,clear sky
419,Baykit,RU,61.67,96.37,69.1,88,50,3.51,scattered clouds
420,Slave Lake,CA,55.2834,-114.769,71.58,56,100,5.75,overcast clouds
421,Champerico,GT,14.3,-91.9167,79.34,75,74,7.29,broken clouds
422,Silifke,TR,36.3778,33.9344,79.93,67,0,0.51,clear sky
423,Colomi,BO,-17.35,-65.8667,55.42,63,18,2.77,few clouds
424,Urumqi,CN,43.801,87.6005,74.35,44,0,4.47,clear sky
425,Kidal,ML,18.4411,1.4078,88.03,35,66,11.59,broken clouds
426,Saint-Georges,GD,12.0564,-61.7485,80.28,89,20,10.36,few clouds
427,Voloshka,RU,61.3314,40.0858,51.26,97,11,3.78,few clouds
428,Batagay-Alyta,RU,67.8006,130.4114,70.45,69,85,4.32,overcast clouds
429,De Aar,ZA,-30.6497,24.0123,41.38,67,69,6.49,broken clouds
430,Matagami,CA,49.7502,-77.6328,68.11,77,100,3.44,overcast clouds
431,Agua Verde,MX,22.9,-106.05,86.09,66,95,7.36,overcast clouds
432,Clarence Town,AU,-32.5833,151.7833,59.86,64,100,2.59,overcast clouds
433,Castelo Do Piaui,BR,-5.3222,-41.5525,75.0,77,86,3.58,overcast clouds
434,Kushima,JP,31.4583,131.2333,81.86,93,90,12.91,overcast clouds
435,Tingi,TZ,-11.3,35.0333,56.57,69,22,3.2,few clouds
436,Ternate,ID,0.8,127.4,81.12,75,100,2.77,overcast clouds
437,Hami,CN,42.8,93.45,85.93,22,100,5.3,overcast clouds
438,Copiapo,CL,-27.3667,-70.3333,51.49,76,26,2.24,scattered clouds
439,Aykhal,RU,66.0,111.5,67.86,77,86,5.91,light rain
440,Tamale,GH,9.4008,-0.8393,72.73,93,60,4.85,moderate rain
441,Skvyra,UA,49.7318,29.6657,64.2,59,98,8.05,overcast clouds
442,Broome,US,42.2506,-75.833,73.36,69,1,1.99,clear sky
443,Tommot,RU,58.9564,126.2925,75.27,56,65,4.56,broken clouds
444,Bereda,ES,43.2686,-7.5406,62.58,100,60,7.38,broken clouds
445,Aranos,NA,-24.1333,19.1167,47.03,44,53,9.01,broken clouds
446,Kryve Ozero,UA,47.9524,30.3493,65.88,50,33,7.7,scattered clouds
447,Ossora,RU,59.2353,163.0719,56.37,85,98,13.51,light rain
448,Hammerfest,NO,70.6634,23.6821,50.45,76,95,10.36,overcast clouds
449,Gameleira,BR,-8.5844,-35.3867,72.12,95,100,2.28,overcast clouds
450,Issenye,TZ,-2.0,34.3333,67.42,71,94,3.98,overcast clouds
451,Kampot,KH,10.6167,104.1833,84.25,85,99,4.88,overcast clouds
452,Plainview,US,40.7765,-73.4673,83.88,52,40,6.91,scattered clouds
453,Riyadh,SA,24.6877,46.7219,91.54,45,99,7.56,overcast clouds
454,Sidney,AU,-33.8679,151.2073,57.61,72,75,8.05,broken clouds
455,Livadia,GR,38.435,22.8739,73.8,57,0,2.82,clear sky
456,Jicin,CZ,50.4372,15.3516,64.13,94,98,8.86,overcast clouds
457,Sao Teotonio,PT,37.5128,-8.7071,64.02,80,0,1.99,clear sky
458,San Quintin,MX,30.4833,-115.95,73.78,66,13,9.33,few clouds
459,Bubaque,GW,11.2833,-15.8333,79.39,79,72,15.68,broken clouds
460,Chernyshevskiy,RU,63.0128,112.4714,67.42,70,48,1.72,scattered clouds
461,Sur,OM,22.5667,59.5289,84.76,67,52,6.51,broken clouds
462,Massakory,TD,12.996,15.7293,76.91,72,50,9.37,scattered clouds
463,Avera,US,33.194,-82.5271,80.55,56,79,5.66,broken clouds
464,Banswara,IN,23.55,74.45,78.04,82,98,7.45,overcast clouds
465,Debre Zeyit,ET,8.75,38.9833,61.93,92,33,1.81,scattered clouds
466,Anito,PH,12.4497,125.2886,81.14,81,100,6.26,overcast clouds
467,Sabzevar,IR,36.2126,57.6819,74.48,50,0,0.0,clear sky
468,Ambanja,MG,-13.6833,48.45,68.45,90,42,2.62,scattered clouds
469,Kupang,ID,-10.1667,123.5833,79.3,72,61,13.71,broken clouds
470,Shimoda,JP,34.6667,138.95,90.1,73,1,12.1,clear sky
471,Andros Town,BS,24.7,-77.7667,84.16,74,16,16.28,few clouds
472,Tailai,CN,46.3833,123.4,77.79,84,85,12.62,overcast clouds
473,Santa Magdalena,AR,-34.5178,-63.9441,56.88,32,78,8.84,broken clouds
474,Colares,PT,38.7992,-9.4469,78.33,59,0,3.0,clear sky
475,Awbari,LY,26.5921,12.7805,83.73,20,0,7.27,clear sky
476,Gerash,IR,27.6652,54.1371,82.54,60,100,1.74,overcast clouds
477,Sambava,MG,-14.2667,50.1667,68.74,87,50,8.95,light rain
478,Grindavik,IS,63.8424,-22.4338,49.95,87,75,6.91,broken clouds
479,Laguna,US,38.421,-121.4238,100.31,44,0,10.36,clear sky
480,Mahibadhoo,MV,3.7833,72.9667,78.85,83,100,19.46,overcast clouds
481,Donskoye,RU,45.4552,41.9741,71.73,53,8,5.99,clear sky
482,Bandar,ID,2.05,99.75,73.15,82,90,2.51,overcast clouds
483,San Policarpo,PH,12.1791,125.5072,81.21,83,100,8.12,heavy intensity rain
484,Mnogovershinnyy,RU,53.9353,139.9242,57.81,85,99,3.49,overcast clouds
485,Terrace,CA,54.5163,-128.6035,85.91,42,75,14.97,broken clouds
486,Agua Dulce,MX,18.1333,-94.1333,78.58,75,80,10.78,broken clouds
487,Petrozavodsk,RU,61.7849,34.3469,51.26,93,97,6.71,overcast clouds
488,Belaya Gora,RU,68.5333,146.4167,65.66,61,9,4.54,clear sky
489,Deer Lake,CA,49.1667,-57.4316,66.06,68,40,9.22,scattered clouds
490,Rabo De Peixe,PT,37.8,-25.5833,69.31,83,20,6.91,few clouds
491,Soavinandriana,MG,-19.1667,46.7333,48.67,90,7,5.23,clear sky
492,Bagdarin,RU,54.4333,113.6,57.18,92,90,3.0,overcast clouds
493,Lormi,IN,22.2833,81.7333,78.06,80,100,3.31,overcast clouds
494,Villa Altagracia,DO,18.673,-70.171,78.01,95,100,3.38,overcast clouds
495,Goma,CD,-1.6792,29.2228,61.25,87,39,2.51,light rain
496,Aksu,CN,41.1231,80.2644,73.92,47,60,6.06,light rain
497,Mehran,IR,33.1222,46.1646,93.06,10,2,4.52,clear sky
498,Luanda,AO,-8.8368,13.2343,68.05,90,0,7.74,clear sky
499,Catuday,PH,16.2923,119.8062,80.65,81,82,12.8,broken clouds
500,Belmonte,BR,-15.8631,-38.8828,74.82,89,1,11.3,clear sky
501,Sobolevo,RU,54.4299,31.8996,53.2,83,83,4.18,broken clouds
502,Liliani,PK,32.2065,72.9537,84.15,77,100,6.06,overcast clouds
503,Lompoc,US,34.6391,-120.4579,88.02,69,0,13.8,clear sky
504,The Valley,AI,18.217,-63.0578,84.06,83,28,20.58,scattered clouds
505,Gorin,RU,51.1983,136.6669,66.52,76,99,5.53,overcast clouds
506,Salinopolis,BR,-0.6136,-47.3561,78.89,84,94,10.36,overcast clouds
507,Seoul,KR,37.5683,126.9778,83.77,76,75,8.05,light rain
508,Telc,CZ,49.1842,15.4528,59.31,92,51,16.11,broken clouds
509,Ghanzi,BW,-21.5667,21.7833,59.61,29,5,5.46,clear sky
510,Vestmanna,FO,62.1564,-7.1664,47.32,87,75,5.75,broken clouds
511,Ovalle,CL,-30.5983,-71.2003,55.13,83,64,2.01,broken clouds
512,Nabire,ID,-3.3667,135.4833,80.65,80,88,1.99,overcast clouds
513,Hilton Head Island,US,32.2163,-80.7526,87.91,79,0,6.91,clear sky
514,Krasnyy Chikoy,RU,50.3643,108.7512,63.07,64,40,3.8,scattered clouds
515,Sorland,NO,67.667,12.6934,58.86,76,10,10.71,clear sky
516,Shache,CN,38.4167,77.2406,73.71,33,89,16.42,overcast clouds
517,Kudahuvadhoo,MV,2.6708,72.8944,78.67,82,100,16.06,moderate rain
518,Honggang,CN,46.4667,124.8667,77.77,83,19,12.71,few clouds
519,Trinidad,BO,-14.8333,-64.9,71.6,47,4,3.2,clear sky
520,Akyab,MM,20.15,92.9,83.23,79,99,5.95,overcast clouds
521,Gravelbourg,CA,49.8834,-106.5512,73.67,75,47,18.39,scattered clouds
522,Susehri,TR,40.1644,38.0867,60.24,70,0,4.03,clear sky
523,Xining,CN,36.6167,101.7667,57.38,78,81,1.79,broken clouds
524,Linjiang,CN,41.8069,126.9078,76.73,88,98,1.45,moderate rain
525,Puerto Maldonado,PE,-12.6,-69.1833,72.03,58,3,2.04,clear sky
526,Ovre Ardal,NO,61.3167,7.8,59.32,74,97,2.89,light rain
527,Progreso,MX,21.2833,-89.6667,76.1,78,90,13.24,overcast clouds
528,Invermere,CA,50.5167,-116.0354,87.03,31,32,8.37,scattered clouds
529,Araouane,ML,18.9048,-3.5265,93.4,34,3,6.29,clear sky
530,Fecamp,FR,49.7579,0.3746,65.91,94,46,10.11,scattered clouds
531,Kabo,CF,7.6994,18.629,68.94,98,48,3.71,light rain
532,Aksarayskiy,RU,46.7924,48.0119,78.12,49,40,5.7,scattered clouds
533,Kyshtovka,RU,56.555,76.6271,60.39,88,95,5.95,overcast clouds
534,Labytnangi,RU,66.6572,66.4183,48.76,74,20,8.41,few clouds
535,Port Said,EG,31.2565,32.2841,79.92,69,3,8.66,clear sky
536,Taltal,CL,-25.4,-70.4833,57.29,79,79,4.0,broken clouds
537,Marfino,RU,55.7028,37.3822,58.95,66,0,2.24,clear sky
538,Puerto Madryn,AR,-42.7692,-65.0385,47.26,54,17,4.72,few clouds
539,Qaqortoq,GL,60.7167,-46.0333,43.72,91,17,3.18,few clouds
540,Santa Marta,CO,11.2408,-74.199,86.05,62,20,8.05,few clouds
541,Kenai,US,60.5544,-151.2583,62.69,80,100,9.22,overcast clouds
542,Tongliao,CN,43.6125,122.2653,78.48,74,0,12.82,clear sky
543,Ongwediva,NA,-17.7833,15.7667,58.37,31,5,11.3,clear sky
544,Kemijarvi,FI,66.7131,27.4306,47.1,98,100,4.63,overcast clouds
545,Necochea,AR,-38.5473,-58.7368,51.03,75,100,7.11,overcast clouds
546,Vardo,NO,70.3705,31.1107,51.78,93,100,13.8,mist
547,Hermiston,US,45.8404,-119.2895,111.81,14,0,4.61,clear sky
548,Borogontsy,RU,62.6683,131.1683,74.82,68,98,3.96,overcast clouds
549,Chara,RU,56.9064,118.2631,67.21,64,99,1.5,light rain
550,Sovetskiy,RU,61.3614,63.5842,62.06,95,99,8.59,light rain
551,Haines Junction,CA,60.7522,-137.5108,73.35,33,86,10.36,overcast clouds
552,Gallup,US,35.5281,-108.7426,66.04,77,100,12.66,overcast clouds
553,Mushie,CD,-3.0167,16.9,81.45,42,70,3.47,broken clouds
554,Itacare,BR,-14.2775,-38.9967,73.35,92,8,7.2,clear sky
555,Virginia Beach,US,36.8529,-75.978,83.01,71,40,5.75,scattered clouds
556,Trincomalee,LK,8.5711,81.2335,79.34,83,98,9.84,overcast clouds
557,Bagarji,PK,27.756,68.7524,87.8,79,40,0.0,haze
558,Shelburne,CA,44.0787,-80.2041,69.24,56,2,4.99,clear sky
559,Shubarkuduk,KZ,49.1447,56.4872,68.29,60,5,7.34,clear sky
560,Tuatapere,NZ,-46.1333,167.6833,45.46,82,96,7.38,light rain
561,Wageningen,NL,51.9667,5.6667,68.11,73,100,5.75,overcast clouds
562,Mwense,ZM,-10.3845,28.698,60.87,50,1,2.68,clear sky
563,Ler,SS,8.3018,30.1418,70.2,91,100,4.65,overcast clouds
564,Hualmay,PE,-11.0964,-77.6139,62.37,82,32,9.66,scattered clouds
565,Ellwangen,DE,48.9616,10.1317,62.24,82,54,2.28,broken clouds
566,Menzelinsk,RU,55.7271,53.1026,60.75,76,80,1.03,broken clouds
567,San-Pedro,CI,4.7485,-6.6363,75.13,79,52,8.39,broken clouds
568,Zhucheng,CN,35.9947,119.3975,78.96,85,4,8.61,clear sky
569,Karratha,AU,-20.7377,116.8463,72.5,45,25,4.09,scattered clouds
570,Umm Lajj,SA,25.0213,37.2685,86.67,50,69,8.99,broken clouds
571,Kandrian,PG,-6.2167,149.55,83.32,71,78,10.33,broken clouds
572,Qasigiannguit,GL,68.8193,-51.1922,52.05,92,100,9.22,overcast clouds
573,Berdigestyakh,RU,62.0989,126.6992,76.57,54,11,3.31,few clouds
574,Ilek,RU,51.5271,53.3831,71.58,54,97,6.55,overcast clouds
575,San Ramon,US,37.7799,-121.978,82.62,63,0,18.41,clear sky
576,Mandali,IQ,33.7499,45.5541,91.78,11,9,3.13,clear sky
577,Ureki,GE,41.9956,41.7786,73.36,88,85,3.27,overcast clouds
578,Kiruna,SE,67.8557,20.2251,41.92,87,74,3.44,broken clouds
579,Honiara,SB,-9.4333,159.95,87.75,58,7,6.53,clear sky
580,Delmas,HT,18.5447,-72.3028,86.72,62,42,4.61,scattered clouds
581,Kjollefjord,NO,70.9457,27.3465,50.05,100,100,9.22,overcast clouds
582,Beringovskiy,RU,63.05,179.3167,52.5,65,99,5.35,overcast clouds
583,Purpe,RU,64.4803,76.6897,51.49,69,1,18.32,clear sky
584,Kendallville,US,41.4414,-85.265,77.5,73,0,0.0,clear sky
585,Poronaysk,RU,49.2167,143.1167,59.43,93,100,13.44,overcast clouds
586,Abu Kamal,SY,34.4506,40.9171,91.87,13,4,4.07,clear sky
587,San Patricio,US,28.017,-97.5169,92.12,48,90,16.08,overcast clouds
588,Huaihua,CN,27.5494,109.9592,77.13,77,65,0.49,broken clouds
589,Jacaleapa,HN,14.0167,-86.6667,70.14,88,81,3.87,broken clouds
590,Bam,IR,29.106,58.357,89.64,26,97,7.29,overcast clouds
591,Weyburn,CA,49.6668,-103.8511,70.02,68,56,12.66,light rain
592,Zarubino,RU,42.63,131.0922,71.82,97,99,4.65,light rain
593,Bairiki,KI,1.3292,172.9752,86.0,62,20,13.8,few clouds
